,RCDTS,Type,School Name,District,City,County,District Type,District Size,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - IEP,% Student Enrollment - EL,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Chronically Truant Students,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Avg Number of Days of Physical Education per Week Per Student,Total Teacher Headcount,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Retention Rate,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,Chronic Absenteeism,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Site-level Per-Pupil Expenditures - Subtotal,$ Total Per-Pupil Expenditures - Subtotal,SAT Reading Average Score,SAT Math Average Score,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
388,280065020170001,School,Hall High School,Hall HSD 502,Spring Valley,Bureau,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,378,68.3,,27.5,,,,2.6,20.9,20.9,8.5,46.8,,176.0,92.2,61.0,15.3,4.9,17.4,4.5,,,,97.7,,,,24.3,,,,,12474.84,16089.69,460.7,455.5,46.4,30.4,20.3,2.9,2021
389,280065050160001,School,Ohio Community High School,Ohio CHSD 505,Ohio,Bureau,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,,,Targeted Assistance Title I Pr,27,85.2,,,,,,,,,,40.7,,176.0,92.0,,,,6.1,5.0,,,,90.9,,,,,,,,,45731.79,45731.79,,,,,,,2021
390,280372230260001,School,Orion High School,Orion CUSD 223,Orion,Henry,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",297,94.3,,3.4,,,,,20.2,12.1,,11.8,,176.0,92.4,12.0,3.9,,16.5,5.0,,,,92.2,,,,25.9,,,,,9027.04,11672.15,492.8,504.8,39.2,13.9,39.2,7.6,2021
391,280372240260001,School,Galva Jr-Sr High School,Galva CUSD 224,Galva,Henry,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",202,92.6,,,,,,,14.9,13.4,,42.6,,176.0,92.6,,,13.7,14.9,2.5,,,,91.8,,,,21.5,,,,,8698.42,13975.74,493.3,479.3,40.7,33.3,25.9,0.0,2021
392,280372250260001,School,AlWood  Middle/High School,AlWood CUSD 225,Woodhull,Henry,UNIT,SMALL,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",162,92.0,,,,,,6.8,9.9,9.9,,32.7,,176.0,91.0,,,,13.4,4.0,,,,88.4,,,,26.7,,,,,13729.66,17053.14,494.7,435.8,57.9,26.3,15.8,0.0,2021
393,280372260260001,School,Annawan High School,Annawan CUSD 226,Annawan,Henry,UNIT,SMALL,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",93,92.5,,,,,,,15.1,,,23.7,,176.0,95.8,,,,11.8,5.0,,,,96.3,,,,,,,,,10748.28,13869.04,456.4,462.1,50.0,28.6,17.9,3.6,2021
394,280372270260002,School,Cambridge Jr/Sr High School,Cambridge CUSD 227,Cambridge,Henry,UNIT,SMALL,HIGH SCHOOL,6 - 12,Exemplary,All Students,"Eligible, but Not a Participan",215,99.1,,,,,,,14.0,11.2,,43.7,,176.0,93.6,,,,13.3,5.0,,,,90.0,,,,20.0,,,,,9495.8,13171.42,514.6,465.7,40.0,37.1,22.9,0.0,2021
395,280372280260001,School,Geneseo High School,Geneseo CUSD 228,Geneseo,Henry,UNIT,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",819,91.6,,4.8,,,,2.0,13.4,10.1,,17.0,,176.0,94.8,80.0,9.6,1.3,20.7,5.0,,,,90.4,,,,12.2,,,,,6698.24,13005.06,520.7,503.1,31.4,29.6,33.6,5.3,2021
396,280372290260001,School,Kewanee High School,Kewanee CUSD 229,Kewanee,Henry,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",570,65.8,6.8,22.3,,,,4.9,20.5,18.8,5.6,68.8,5.1,176.0,85.7,240.0,39.8,7.6,20.3,5.0,,,,89.5,,,,43.1,,,,,6828.18,12800.28,441.5,420.8,69.5,21.4,9.2,0.0,2021
397,280372300260002,School,Wethersfield Jr/Sr High School,Wethersfield CUSD 230,Kewanee,Henry,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",218,72.0,,19.3,,,,5.5,8.7,7.8,,32.1,,177.0,92.9,45.0,19.7,,10.1,4.2,,,,85.5,,,,23.4,,,,,8054.4,12997.11,482.0,449.3,50.0,33.3,13.3,3.3,2021
398,280881000260001,School,Stark County High School,Stark County CUSD 100,Toulon,Stark,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",226,92.0,,,,,,,19.0,15.9,,34.1,,176.0,92.4,34.0,14.4,,13.7,5.0,,,,75.0,,,,24.6,,,,,10309.04,15550.23,462.3,454.2,55.8,26.9,15.4,1.9,2021
399,300020010220001,School,Cairo Jr/Sr High School,Cairo USD 1,Cairo,Alexander,UNIT,SMALL,HIGH SCHOOL,7 - 12,,,Schoolwide Title I Program,108,,86.1,,,,,,24.1,24.1,,100.0,22.2,177.0,87.3,75.0,60.0,,13.1,5.0,,,,92.9,,,,50.4,,,,,18205.65,27921.87,390.0,356.4,100.0,0.0,0.0,0.0,2021
400,300020050260001,School,Egyptian Sr High School,Egyptian CUSD 5,Tamms,Alexander,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,108,84.3,13.0,,,,,,24.1,22.2,,100.0,13.0,176.0,92.9,16.0,13.7,,14.0,5.0,,,,90.0,,,,24.4,,,,,8568.88,17229.26,461.6,436.5,58.1,25.8,16.1,0.0,2021
401,300391650160001,School,Carbondale Comm H S,Carbondale CHSD 165,Carbondale,Jackson,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,930,49.7,28.6,10.4,4.6,,,6.7,21.8,15.9,4.0,52.8,3.7,176.0,90.2,338.0,33.8,6.8,17.0,5.0,,,,91.0,,,,36.9,,,,,13465.56,18874.19,485.9,470.8,49.8,20.2,24.2,5.8,2021
402,300391760260001,School,Trico Senior High School,Trico CUSD 176,Campbell Hill,Jackson,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,216,93.1,,6.0,,,,,15.7,13.9,,41.7,6.0,176.0,91.5,13.0,5.6,,15.3,4.1,,,,83.6,,,,30.3,,,,,7278.09,17156.9,481.1,442.9,62.2,20.0,17.8,0.0,2021
403,300391860260001,School,Murphysboro High School,Murphysboro CUSD 186,Murphysboro,Jackson,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,579,65.1,19.2,8.3,,,,6.7,24.2,24.0,2.8,94.8,3.3,176.0,86.7,139.0,23.3,4.0,20.0,5.0,,,,87.0,,,,42.0,,,,,9661.57,14318.39,469.6,455.5,54.7,19.7,22.6,2.9,2021
404,300391960260001,School,Elverado High School,Elverado CUSD 196,Elkville,Jackson,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,117,94.0,,,,,,,26.5,24.8,,48.7,,176.0,87.3,20.0,15.6,,15.4,5.0,,,,91.3,,,,45.7,,,,,10800.35,14639.95,457.9,420.0,60.7,21.4,17.9,0.0,2021
405,300731010160001,School,Pinckneyville Comm High School,Pinckneyville CHSD 101,Pinckneyville,Perry,HIGH SCHOOL,SMALL,HIGH SCHOOL,PK - 12,Commendable,All Students,Targeted Assistance Title I Pr,436,96.1,,,,,,2.5,15.8,14.4,,31.0,,176.0,94.5,28.0,6.5,3.2,20.3,5.0,,,,89.2,,,,15.5,,,,,8158.87,12464.49,477.3,481.4,37.3,34.3,23.5,4.9,2021
406,300733000260001,School,Du Quoin High School,Du Quoin CUSD 300,Du Quoin,Perry,UNIT,MEDIUM,HIGH SCHOOL,PK - 12,Commendable,All Students,"Eligible, but Not a Participan",502,82.7,5.8,2.6,,,,8.2,21.1,21.1,,48.0,,176.0,91.6,55.0,11.6,5.5,20.3,5.0,,,,91.3,,,,28.3,,,,,10170.38,12536.21,432.9,405.1,71.1,22.2,6.7,0.0,2021
407,300771000260001,School,Century Jr/Sr High School,Century CUSD 100,Ullin,Pulaski,UNIT,SMALL,HIGH SCHOOL,6 - 12,Commendable,All Students,Schoolwide Title I Program,178,80.9,11.2,,,,,5.6,27.0,14.6,,61.8,9.6,176.0,90.7,17.0,8.8,,12.3,5.0,,,,89.7,,,,33.5,,,,,5244.77,16915.78,438.3,410.3,66.7,30.0,3.3,0.0,2021
408,300771010260001,School,Meridian High School,Meridian CUSD 101,Mounds,Pulaski,UNIT,SMALL,HIGH SCHOOL,6 - 12,Commendable,All Students,Schoolwide Title I Program,124,37.1,51.6,,,,,10.5,23.4,23.4,,100.0,10.5,176.0,85.4,86.0,59.3,,11.7,5.0,,,,77.4,,,,56.8,,,,,14671.7,27917.47,420.3,389.7,83.3,13.3,3.3,0.0,2021
409,300910170220001,School,Cobden High School,Cobden SUD 17,Cobden,Union,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,172,66.3,,30.2,,,,,23.8,21.5,6.4,44.2,,177.0,91.7,,,,17.4,,,,,82.9,,,,26.3,,,,,7225.44,14270.44,462.0,445.8,56.0,34.0,10.0,0.0,2021
410,300910660220001,School,Dongola High School,Dongola USD 66,Dongola,Union,UNIT,SMALL,HIGH SCHOOL,9 - 12,,,Schoolwide Title I Program,61,90.2,,,,,,,19.7,19.7,,68.9,,176.0,91.7,14.0,20.6,,17.5,5.0,,,,80.0,,,,32.4,,,,,6572.97,14994.1,444.7,415.3,68.4,21.1,10.5,0.0,2021
411,300910810160001,School,Anna-Jonesboro High School,Anna Jonesboro CHSD 81,Anna,Union,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,504,87.9,2.0,7.1,,,,2.0,25.0,20.0,,42.7,3.6,176.0,87.6,30.0,5.6,3.0,20.9,4.5,,,,92.7,,,,48.6,,,,,13516.38,14043.72,460.3,437.7,50.8,40.0,9.2,0.0,2021
412,300910840260001,School,Shawnee High School,Shawnee CUSD 84,Wolf Lake,Union,UNIT,SMALL,HIGH SCHOOL,9 - 12,,,Schoolwide Title I Program,65,95.4,,,,,,,21.5,20.0,,52.3,18.5,176.0,90.3,14.0,18.4,,9.6,5.0,,,,77.3,,,,41.6,,,,,11650.0,13250.0,442.8,423.3,61.1,38.9,0.0,0.0,2021
413,310450460220001,School,Elgin High School,SD U-46,Elgin,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,2664,8.4,4.6,77.9,5.0,,1.4,2.7,12.7,9.6,31.1,53.0,1.8,177.0,82.4,1548.0,53.5,4.1,22.9,5.0,,,,88.8,,,,53.0,,,,,9124.71,13508.19,432.0,425.1,69.5,18.8,10.2,1.6,2021
414,310450460220002,School,Larkin High School,SD U-46,Elgin,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,2117,12.1,9.5,73.0,1.5,,0.8,3.0,16.7,13.5,30.9,54.8,2.2,177.0,79.6,1336.0,57.7,5.1,23.0,5.0,,,,89.9,,,,58.8,,,,,10178.19,14864.51,431.1,410.8,73.0,20.0,6.4,0.6,2021
415,310450460220003,School,Streamwood High School,SD U-46,Streamwood,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1757,17.2,8.4,65.1,5.7,,1.0,2.3,16.6,12.3,22.2,49.3,0.8,177.0,85.0,850.0,42.1,3.6,21.9,5.0,,,,86.3,,,,45.6,,,,,10833.24,15630.73,446.6,435.3,63.9,20.6,12.5,3.0,2021
416,310450460220004,School,Bartlett High School,SD U-46,Bartlett,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2364,37.8,3.2,36.1,19.2,,,3.3,14.4,9.5,14.5,29.5,1.3,177.0,86.5,845.0,37.6,2.6,23.4,5.0,,,,92.8,,,,44.6,,,,,9843.58,14370.31,481.0,461.8,51.5,24.4,19.9,4.3,2021
417,310450460220005,School,South Elgin High School,SD U-46,South Elgin,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2910,43.2,5.0,35.6,11.1,,0.4,4.7,18.3,12.1,14.0,28.7,1.4,177.0,85.9,974.0,32.7,2.7,24.8,5.0,,,,92.4,,,,45.7,,,,,8568.65,12854.87,482.7,471.6,46.8,24.9,23.0,5.4,2021
418,310451010220001,School,Batavia Sr High School,Batavia USD 101,Batavia,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1871,78.2,3.1,11.7,3.6,,,3.0,22.3,11.7,2.4,17.5,1.3,176.0,92.5,114.0,6.0,0.9,24.9,5.0,,,,94.2,,,,20.3,,,,,11757.35,16773.07,533.5,531.5,23.5,27.1,38.1,11.2,2021
419,310451290220001,School,West Aurora High School,Aurora West USD 129,Aurora,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,3635,23.5,10.2,61.0,2.9,,,2.2,15.4,11.7,16.2,44.9,0.6,176.0,90.8,983.0,24.8,1.1,26.8,5.0,,,,93.5,,,,27.3,,,,,9573.56,14324.85,459.8,442.9,58.2,25.3,14.6,1.9,2021
420,310451310220001,School,East High School,Aurora East USD 131,Aurora,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,4092,2.5,6.3,88.8,0.5,,0.5,1.3,14.5,11.8,25.8,63.0,1.4,176.0,95.0,806.0,18.8,2.1,23.5,5.0,,,,89.2,,,,5.3,,,,,8029.42,15324.02,422.4,407.3,74.3,18.3,6.8,0.6,2021
421,310453000260002,School,Dundee-Crown High School,CUSD 300,Carpentersville,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,2490,25.4,4.6,65.0,2.4,,,2.2,19.6,14.3,20.7,48.0,1.5,179.0,84.4,1272.0,46.7,1.9,21.9,5.0,,,,91.3,,,,52.9,,,,,8885.68,13579.27,450.0,444.4,54.8,29.2,15.0,0.9,2021
422,310453000260003,School,Hampshire High School,CUSD 300,Hampshire,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1873,59.6,3.5,25.1,7.4,,,4.2,18.3,11.5,4.3,16.8,,179.0,91.6,371.0,18.8,,23.1,5.0,,,,94.7,,,,30.0,,,,,8768.69,13642.62,503.8,490.2,36.8,30.2,29.4,3.6,2021
423,310453000260004,School,Harry D Jacobs High School,CUSD 300,Algonquin,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2005,59.4,4.1,23.4,9.0,,,3.6,21.4,11.7,5.0,21.1,0.5,179.0,90.0,464.0,22.6,0.7,23.5,5.0,,,,92.5,,,,37.4,,,,,10039.33,14607.79,513.9,492.3,33.1,31.7,31.0,4.2,2021
424,310453010260001,School,Central High School,Central CUSD 301,Burlington,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,1327,60.7,1.9,21.3,13.1,,,3.0,14.3,8.8,3.7,13.3,,176.0,92.3,188.0,13.7,0.9,25.5,5.0,,,,88.2,,,,23.7,,,,,9118.08,12967.82,527.3,526.5,21.9,25.8,43.9,8.4,2021
425,310453020260001,School,Kaneland Senior High School,Kaneland CUSD 302,Maple Park,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1323,78.1,2.8,12.8,2.3,,,3.8,20.1,10.9,1.4,16.3,,176.0,93.3,59.0,4.3,1.5,20.8,5.0,,,,92.1,,,,18.2,,,,,10368.77,16744.5,500.1,493.4,36.6,25.2,34.1,4.1,2021
426,310453030260011,School,St Charles East High School,St Charles CUSD 303,Saint Charles,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",2069,74.0,1.2,14.8,6.6,,,3.0,24.6,13.1,4.0,11.3,1.2,178.0,90.7,178.0,8.2,1.2,18.8,5.0,,,,95.9,,,,29.8,,,,,13117.39,17985.21,536.8,533.7,25.3,24.0,34.5,16.2,2021
427,310453030260012,School,St Charles North High School,St Charles CUSD 303,Saint Charles,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",1911,76.2,1.8,10.8,7.5,,,3.3,23.3,11.3,2.1,6.9,0.7,178.0,91.2,150.0,7.5,1.2,21.2,5.0,,,,93.5,,,,30.7,,,,,12526.66,17376.39,540.9,546.3,20.5,22.9,40.7,15.9,2021
428,310453040260001,School,Geneva Community High School,Geneva CUSD 304,Geneva,Kane,UNIT,LARGE,HIGH SCHOOL,9 - 12,Exemplary,All Students,Targeted Assistance Title I Pr,1679,84.5,0.6,8.5,5.5,,,0.6,23.5,13.3,1.3,7.7,,177.0,93.4,25.0,1.4,0.6,21.0,5.0,,,,90.7,,,,20.8,,,,,11733.1,17103.19,549.1,548.1,17.4,28.5,40.7,13.4,2021
429,320380030260001,School,Donovan Sr High School,Donovan CUSD 3,Donovan,Iroquois,UNIT,SMALL,HIGH SCHOOL,9 - 12,,,Schoolwide Title I Program,65,84.6,,,,,,,,,,43.1,,176.0,89.8,14.0,19.7,,11.2,5.0,,,,56.3,,,,42.3,,,,,16997.0,18793.0,451.3,447.5,50.0,50.0,0.0,0.0,2021
430,320380040260001,School,Central High School,Central CUSD 4,Clifton,Iroquois,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",283,87.3,,8.8,,,,,20.5,13.8,,29.3,,176.0,91.7,18.0,5.8,3.5,15.0,4.0,,,,89.4,,,,27.0,,,,,8543.97,14743.17,492.2,459.6,47.1,38.2,14.7,0.0,2021
431,320380060260001,School,Cissna Park Sr High School,Cissna Park CUSD 6,Cissna Park,Iroquois,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",87,92.0,,,,,,,35.6,27.6,,39.1,,176.0,92.6,,,,12.1,5.0,,,,90.0,,,,30.0,,,,,15599.89,16583.98,467.7,445.0,54.5,27.3,13.6,4.5,2021
432,320380090260001,School,Watseka Comm High School,Iroquois County CUSD 9,Watseka,Iroquois,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,302,81.8,,13.6,,,,,19.9,16.2,,52.0,,176.0,90.8,33.0,10.2,10.1,17.9,5.0,,,,88.3,,,,28.7,,,,,13144.15,16070.79,467.4,455.3,52.6,26.3,21.1,0.0,2021
433,320380090262009,School,Glenn Raymond School,Iroquois County CUSD 9,Watseka,Iroquois,UNIT,MEDIUM,HIGH SCHOOL,1 - 5,Commendable,All Students,Schoolwide Title I Program,287,81.5,,13.2,,,,3.8,22.6,22.0,4.2,58.9,,176.0,93.9,19.0,6.2,,,5.0,,,,,,,,15.4,,,,,9518.1,12442.63,,,,,,,2021
434,320380100260001,School,Iroquois West High School,Iroquois West CUSD 10,Gilman,Iroquois,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,293,67.2,,29.7,,,,,20.8,12.6,3.8,43.0,,176.0,91.8,38.0,11.0,,16.3,5.0,,,,78.9,,,,29.5,,,,,11578.35,13948.36,450.4,433.9,64.6,22.0,13.4,0.0,2021
435,320381240260001,School,Milford High School Campus,Milford Area Public Schools District 124,Milford,Iroquois,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,162,92.6,,,,,,,17.9,10.5,,41.4,,177.0,89.5,30.0,16.7,,10.5,5.0,,,,87.9,,,,34.8,,,,,9063.66,17731.17,484.9,478.4,34.7,38.8,26.5,0.0,2021
436,320460010260003,School,Momence High School,Momence CUSD 1,Momence,Kankakee,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,304,51.6,15.5,28.9,,,,,21.4,14.1,9.9,64.1,,176.0,89.9,60.0,17.6,2.9,14.3,5.0,,,,84.1,,,,34.6,,,,,10028.99,16155.92,458.6,435.4,59.2,27.6,13.2,0.0,2021
437,320460020260001,School,Herscher High School,Herscher CUSD 2,Herscher,Kankakee,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",494,94.3,,2.4,,,,,16.6,11.5,,16.8,,176.0,90.6,41.0,7.9,,19.6,5.0,,,,89.5,,,,30.7,,,,,10670.97,14566.71,484.6,496.5,33.0,27.0,34.8,5.2,2021
438,320460050260005,School,Manteno High School,Manteno CUSD 5,Manteno,Kankakee,UNIT,LARGE,HIGH SCHOOL,8 - 12,Commendable,All Students,"Eligible, but Not a Participan",601,82.7,,8.8,,,,5.0,17.8,13.1,1.8,30.6,2.0,176.0,91.2,113.0,16.5,3.1,19.0,5.0,,,,86.8,,,,29.7,,,,,7970.3,12530.58,476.8,455.5,52.1,23.1,21.9,3.0,2021
439,320460060260001,School,Grant Park High School,Grant Park CUSD 6,Grant Park,Kankakee,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Exemplary,All Students,"Eligible, but Not a Participan",135,86.7,,,,,,,12.6,10.4,,23.0,,176.0,94.6,,,,13.2,5.0,,,,77.4,,,,10.3,,,,,10464.16,15608.6,498.6,460.0,44.9,34.7,18.4,2.0,2021
440,320461110250014,School,Kankakee High School,Kankakee SD 111,Kankakee,Kankakee,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1513,20.8,44.5,33.4,,,,0.9,18.8,14.6,12.0,83.2,2.7,176.0,79.7,1151.0,72.3,2.0,22.3,5.0,,,,77.8,,,,66.6,,,,,619.77,13573.79,422.1,401.2,77.7,15.4,6.9,0.0,2021
441,320463020160001,School,St Anne Comm High School,St Anne CHSD 302,Saint Anne,Kankakee,HIGH SCHOOL,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,180,34.4,25.6,29.4,,,,10.0,15.6,15.0,9.4,73.9,,176.0,90.1,47.0,23.3,,12.0,3.1,,,,86.0,,,,34.3,,,,,23223.81,24390.65,457.7,434.6,56.3,29.2,14.6,0.0,2021
442,320463070160001,School,Bradley-Bourbonnais C High School,Bradley Bourbonnais CHSD 307,Bradley,Kankakee,HIGH SCHOOL,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1883,68.1,9.7,15.3,1.7,,,5.0,21.1,15.3,3.3,33.9,1.3,176.0,88.8,1009.0,50.7,5.0,19.5,5.0,,,,90.9,,,,41.5,,,,,13546.69,14012.24,483.2,455.1,50.5,24.3,23.9,1.4,2021
443,330362350260001,School,West Central High School,West Central CUSD 235,Biggsville,Henderson,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",204,94.6,,,,,,,20.1,17.2,,52.0,,176.0,85.9,53.0,24.4,5.4,12.7,5.0,,,,92.2,,,,47.5,,,,,8110.37,13671.35,441.4,386.9,80.4,11.8,7.8,0.0,2021
444,330482020260001,School,Knoxville Sr High School,Knoxville CUSD 202,Knoxville,Knox,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",328,93.9,,,,,,,20.4,20.4,,36.0,,176.0,99.8,,,4.7,14.8,5.0,,,,88.5,,,,,,,,,7533.27,13407.53,462.4,451.8,48.7,27.6,22.4,1.3,2021
445,330482050260023,School,Galesburg Senior High School,Galesburg CUSD 205,Galesburg,Knox,UNIT,LARGE,HIGH SCHOOL,9 - 12,Commendable,All Students,Schoolwide Title I Program,1222,61.9,13.9,13.0,,,,10.6,20.8,14.2,3.8,65.1,0.9,176.0,86.4,457.0,36.2,6.3,22.8,5.0,,,,86.8,,,,42.5,,,,,8328.47,11781.23,457.6,434.5,60.6,25.8,10.9,2.6,2021
446,330482080260001,School,R O W V A Jr and  Sr High School,R O W V A CUSD 208,Oneida,Knox,UNIT,MEDIUM,HIGH SCHOOL,7 - 12,Commendable,All Students,"Eligible, but Not a Participan",271,92.3,,4.1,,,,,12.5,12.5,,42.1,,176.0,92.2,14.0,5.0,,13.8,5.0,,,,81.6,,,,25.4,,,,,9910.05,15489.31,468.6,430.2,65.9,18.2,15.9,0.0,2021
447,330482100260001,School,Williamsfield High School,Williamsfield CUSD 210,Williamsfield,Knox,UNIT,SMALL,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",89,93.3,,,,,,,22.5,18.0,,23.6,,176.0,94.5,,,,7.2,3.2,,,,100.0,,,,14.0,,,,,6434.43,18429.8,481.3,436.3,66.7,20.8,12.5,0.0,2021
448,330482760260001,School,Abingdon-Avon High Sch,Abingdon-Avon CUSD 276,Abingdon,Knox,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",272,91.5,,4.4,,,,,23.9,17.3,,39.3,,176.0,89.6,51.0,17.6,6.0,15.2,5.0,,,,82.4,,,,39.0,,,,,7162.51,12379.13,457.7,401.4,82.1,8.9,8.9,0.0,2021
449,330664040260001,School,Mercer County High School,Mercer County School District 404,Aledo,Mercer,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,"Eligible, but Not a Participan",378,94.2,,3.2,,,,,19.0,15.3,,33.3,,176.0,91.6,44.0,11.0,6.1,16.4,5.0,,,,92.2,,,,30.7,,,,,4238.19,13210.69,469.6,457.9,43.3,40.2,15.5,1.0,2021
450,330942380260001,School,Monmouth-Roseville High Sch,Monmouth-Roseville CUSD 238,Monmouth,Warren,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Targeted,Children with Disabilities,"Eligible, but Not a Participan",525,61.3,2.7,29.0,1.9,,,4.4,17.7,14.3,13.0,99.4,5.5,176.0,90.6,119.0,22.1,6.0,14.3,5.0,,,,83.7,,,,31.2,,,,,7523.69,11435.82,453.4,437.3,55.2,30.4,14.4,0.0,2021
451,330943040260001,School,United High School,United CUSD 304,Monmouth,Warren,UNIT,MEDIUM,HIGH SCHOOL,9 - 12,Commendable,All Students,Targeted Assistance Title I Pr,255,87.8,,8.2,,,,,20.0,20.0,,33.7,,176.0,91.6,24.0,8.9,6.4,14.4,5.0,,,,90.2,,,,29.3,,,,,10442.44,14401.0,465.6,455.2,53.7,22.2,22.2,1.9,2021
