RCDTS,Type,School Name,District,City,County,District Type,School Type,Grades Served,Summative Designation,Summative Designation: Student Group(s),Title 1 Status,# Student Enrollment,% Student Enrollment - White,% Student Enrollment - Black or African American,% Student Enrollment - Hispanic or Latino,% Student Enrollment - Asian,% Student Enrollment - Native Hawaiian or Other Pacific Islander,% Student Enrollment - American Indian or Alaska Native,% Student Enrollment - Two or More Races,% Student Enrollment - Children with Disabilities,% Student Enrollment - EL,% Student Enrollment - IEP,% Student Enrollment - Low Income,% Student Enrollment - Homeless,Total Number of School Days,Student Attendance Rate,Student Chronic Truancy Rate,High School Dropout Rate - Total,Avg Class Size - High School,Teacher Retention Rate,Chronic Absenteeism,Avg Number of Days of Physical Education per Week Per Student,Percent Teachers With Bachelor Degree,Percent Teachers With Masters Degree,Teacher Attendance Rate,Teacher Avg Salary,Admin Avg Salary,% Students with an IEP - White,% Students with an IEP - Black or African American,% Students with an IEP - Hispanic or Latino,% Students with an IEP - Asian,$ Total Per-Pupil Expenditures - Subtotal,$ Site-level Per-Pupil Expenditures - Subtotal,SAT Reading Average,SAT Math Average,SAT Math Total Students Level 1 %,SAT Math Total Students Level 2 %,SAT Math Total Students Level 3 %,SAT Math Total Students Level 4 %,Year
190220990160002,School,Comm H S Dist 99 - South High Sch,CHSD 99,Downers Grove,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,2765.0,57.1,11.7,20.5,7.4,0.1,0.1,3.0,17.8,4.0,14.4,27.9,1.0,175.0,92.4,12.5,2.1,22.4,95.4,23.9,5.0,14.0,86.0,79.3,93418.0,128412.0,54.0,15.8,23.1,4.3,18072.41,16229.11,515.1,535.9,18.4,33.4,34.5,13.8,2019
190221000160001,School,Fenton High School,Fenton CHSD 100,Bensenville,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,1432.0,28.2,2.2,63.8,2.9,0.0,0.2,2.7,14.8,12.8,12.0,52.7,0.6,173.0,92.4,11.2,1.9,22.5,93.4,26.9,5.0,16.8,83.2,73.2,106188.0,127993.0,24.9,3.1,70.5,1.0,19400.85,17716.0,481.9,484.8,32.5,37.4,27.2,2.9,2019
190221080160001,School,Lake Park High School,Lake Park CHSD 108,Roselle,Dupage,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,2524.0,63.6,5.5,19.5,8.5,0.3,0.3,2.3,13.5,2.7,8.1,15.3,0.9,176.0,94.1,3.2,1.9,23.0,96.5,16.4,4.9,15.8,84.2,77.4,98859.0,153737.0,59.0,12.0,22.6,3.0,18434.3359,17078.0146,528.6,545.1,15.0,32.0,38.4,14.6,2019
190222000260020,School,Wheaton Warrenville South H S,CUSD 200,Wheaton,Dupage,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,1934.0,64.7,4.7,20.4,5.3,0.1,0.2,4.7,21.8,3.8,13.1,23.6,1.1,176.0,94.9,2.8,1.2,23.4,92.2,14.2,5.0,28.2,71.7,77.6,76785.0,117110.0,58.1,10.8,22.1,4.6,13654.31,11185.49,535.7,539.9,19.2,30.9,35.4,14.5,2019
190222000260021,School,Wheaton North High School,CUSD 200,Wheaton,Dupage,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,2055.0,66.4,7.3,14.1,7.8,0.0,0.0,4.3,19.6,5.8,12.6,23.6,0.6,176.0,94.4,4.6,2.5,22.6,92.7,16.6,5.0,28.2,71.7,77.6,76785.0,117110.0,58.1,10.8,22.1,4.6,12898.35,10597.39,545.4,548.3,18.3,26.7,39.6,15.5,2019
190222010260001,School,Westmont High School,CUSD 201,Westmont,Dupage,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,Schoolwide Title I Program,365.0,64.7,7.7,20.0,4.1,0.0,0.1,3.6,14.5,3.6,14.5,31.0,1.1,174.0,94.7,4.8,0.7,17.5,93.3,9.0,4.0,11.7,88.3,79.1,91426.0,120575.0,60.3,7.6,24.0,4.2,24003.58,21183.7,541.1,540.9,16.8,29.9,41.1,12.1,2019
190222020260001,School,Lisle High School,Lisle CUSD 202,Lisle,Dupage,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,462.0,65.8,6.7,10.2,8.7,0.1,0.2,8.7,14.5,1.7,10.4,26.8,0.9,175.0,94.1,1.7,2.8,18.8,95.5,14.5,5.0,19.6,80.4,68.0,76426.0,118141.0,58.9,12.6,16.5,3.0,24685.0524,20446.803,537.7,554.0,17.1,28.6,36.2,18.1,2019
190222030260001,School,Naperville Central High School,Naperville CUSD 203,Naperville,Dupage,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,2717.0,67.3,4.0,8.3,16.2,0.2,0.1,3.8,15.7,0.8,10.7,13.4,0.7,174.0,96.3,1.4,1.8,23.0,94.1,5.4,5.0,33.7,66.0,77.1,81273.0,106023.0,60.7,9.7,16.8,8.6,16667.2536,11755.7688,577.5,593.9,9.2,21.3,40.1,29.4,2019
190222030260013,School,Naperville North High School,Naperville CUSD 203,Naperville,Dupage,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",2674.0,60.1,4.7,11.4,19.3,0.0,0.3,4.2,17.8,3.4,9.6,15.3,0.7,174.0,97.1,2.0,1.6,23.0,90.2,3.9,5.0,33.7,66.0,77.1,81273.0,106023.0,60.7,9.7,16.8,8.6,15847.2485,11246.1234,571.9,586.4,14.5,19.8,36.2,29.5,2019
190222040260001,School,Waubonsie Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",2594.0,45.9,12.5,16.5,20.2,0.1,0.0,4.7,17.0,3.4,11.4,21.4,1.1,172.0,94.0,2.8,2.2,26.5,95.0,17.5,5.0,31.9,68.1,83.9,70189.0,135974.0,44.4,16.0,18.0,15.8,13074.0,8140.0,544.5,550.4,18.1,30.2,32.4,19.2,2019
190222040260002,School,Neuqua Valley High School,Indian Prairie CUSD 204,Naperville,Dupage,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,,3565.0,55.2,5.5,6.7,28.6,0.2,0.2,3.6,16.2,1.1,10.4,8.8,0.3,172.0,95.8,0.8,1.4,27.0,92.7,9.0,5.0,31.9,68.1,83.9,70189.0,135974.0,44.4,16.0,18.0,15.8,12175.0,7742.0,592.4,611.9,5.5,19.9,38.1,36.5,2019
190222040260005,School,Metea Valley High School,Indian Prairie CUSD 204,Aurora,Dupage,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,"Eligible, but Not a Participant in Title I Program",2925.0,40.7,12.9,13.7,28.3,0.3,0.1,4.0,13.3,3.0,9.3,19.8,1.2,172.0,95.5,2.4,1.7,27.1,91.1,9.2,5.0,31.9,68.1,83.9,70189.0,135974.0,44.4,16.0,18.0,15.8,11698.0,7239.0,553.3,573.8,15.8,23.3,32.3,28.6,2019
190222050260003,School,York Comm High School,Elmhurst SD 205,Elmhurst,Dupage,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,2829.0,72.3,2.5,16.5,5.6,0.1,0.1,3.0,18.5,4.3,10.8,15.7,0.9,177.0,95.2,5.2,2.2,26.3,91.2,9.9,5.0,36.1,63.9,63.4,80779.0,121976.0,69.9,3.3,18.2,5.5,13987.91,10325.67,566.3,571.8,14.2,22.8,39.1,23.9,2019
200240010260005,School,Edwards County High School,Edwards County CUSD 1,Albion,Edwards,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",298.0,95.6,0.3,1.3,1.0,0.0,0.0,1.7,16.4,1.0,14.8,31.9,2.7,174.0,94.5,7.8,3.2,22.6,96.4,14.6,2.5,56.7,43.3,41.8,50624.0,98517.0,98.2,1.2,0.6,0.0,10224.95,5980.93,494.5,489.1,30.8,44.6,20.0,4.6,2019
200300070260001,School,Gallatin High School,Gallatin CUSD 7,Junction,Gallatin,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,207.0,95.7,0.5,1.0,0.1,0.0,0.0,2.9,18.8,0.5,18.8,51.2,2.4,174.0,92.7,17.1,4.3,17.0,90.7,28.6,5.0,79.5,18.7,78.5,42474.0,88852.0,96.4,0.0,1.8,0.0,10016.3599,6226.9706,463.5,455.9,56.5,19.6,19.6,4.3,2019
200330100260002,School,Hamilton County Jr/Sr High School,Hamilton Co CUSD 10,Mc Leansboro,Hamilton,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",554.0,96.0,0.7,0.5,0.7,0.0,0.2,1.8,19.3,0.0,17.5,48.9,7.2,175.0,94.9,3.2,3.3,18.8,89.2,13.8,4.0,36.6,62.1,73.9,48031.0,79269.0,92.0,1.9,2.7,0.8,8050.84,2980.15,477.7,453.7,51.1,30.9,16.0,2.1,2019
200350010260003,School,Hardin County High School,Hardin County CUSD 1,Elizabethtown,Hardin,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,163.0,95.1,0.0,0.4,0.0,0.0,0.0,4.9,14.7,0.0,14.1,63.2,6.7,174.0,91.2,33.5,1.2,15.1,80.8,38.8,4.4,72.2,27.8,86.1,43342.0,57565.0,91.0,0.0,0.8,0.0,8595.83,3293.15,472.0,445.3,48.7,33.3,12.8,5.1,2019
200760010260001,School,Pope Co High School,Pope Co CUD 1,Golconda,Pope,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,153.0,93.5,0.7,2.0,0.0,0.0,0.8,3.9,12.4,0.0,12.4,59.5,3.3,175.0,94.6,11.0,2.6,16.3,93.3,15.7,4.8,88.7,11.3,33.3,45981.0,87829.0,95.7,1.1,0.0,0.0,11568.61,8657.84,481.8,451.8,40.0,37.5,22.5,0.0,2019
200830010260001,School,Galatia High School,Galatia CUSD 1,Galatia,Saline,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",123.0,93.5,0.2,1.6,0.0,0.0,1.6,3.3,23.6,0.0,23.6,41.5,8.9,174.0,92.3,18.7,2.3,13.5,86.8,30.2,4.8,85.0,12.0,73.0,45778.0,71908.0,94.1,0.0,2.0,0.0,10511.29,6610.16,448.7,430.7,60.0,20.0,20.0,0.0,2019
200830020260001,School,Carrier Mills-Stonefort H S,Carrier Mills-Stonefort CUSD 2,Carrier Mills,Saline,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",127.0,78.0,9.4,0.8,0.0,0.0,0.0,11.8,24.4,0.0,22.8,48.0,1.6,174.0,94.2,11.4,2.9,16.8,81.3,16.6,5.0,68.4,31.6,62.1,46312.0,71700.0,82.2,10.9,0.0,0.0,10461.01,9046.88,437.7,451.3,56.7,30.0,13.3,0.0,2019
200830030260001,School,Harrisburg High School,Harrisburg CUSD 3,Harrisburg,Saline,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",543.0,85.1,3.5,2.8,2.8,0.0,0.0,5.9,14.0,0.1,13.3,55.4,2.9,174.0,92.8,7.7,4.6,19.0,90.8,25.4,4.5,68.7,31.3,58.2,53728.0,78060.0,82.5,3.9,2.9,0.8,10836.063990427,8535.984258182,466.8,431.8,58.1,33.8,6.6,1.5,2019
200830040260001,School,Eldorado High School,Eldorado CUSD 4,Eldorado,Saline,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",353.0,93.2,1.1,1.4,0.3,0.0,0.3,3.7,20.1,0.0,19.0,60.6,7.6,174.0,93.1,16.8,5.0,16.5,88.1,25.5,5.0,66.6,32.9,62.4,43860.0,141938.0,92.1,2.0,1.0,0.0,10908.3,7364.88,452.4,430.9,61.6,30.2,8.1,0.0,2019
200933480260001,School,Mount Carmel High School,Wabash CUSD 348,Mount Carmel,Wabash,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,482.0,96.9,0.2,1.0,0.8,0.1,0.0,1.0,12.7,0.2,10.6,43.6,4.6,174.0,95.0,4.0,5.2,23.0,90.3,13.8,5.0,69.6,29.3,84.8,57002.0,83429.0,96.0,0.0,0.8,0.8,9328.67,6635.83,488.6,497.4,30.5,37.3,26.3,5.9,2019
200961000260001,School,Wayne City High School,Wayne City CUSD 100,Wayne City,Wayne,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",144.0,97.9,0.7,0.7,0.7,0.0,0.0,0.0,16.7,0.0,16.0,39.6,1.4,175.0,94.5,12.5,5.8,13.7,76.3,20.1,5.0,71.7,28.3,76.9,48872.0,72880.0,98.9,0.0,0.0,1.1,11210.7942,6581.3657,463.5,448.1,41.9,45.2,12.9,0.0,2019
200962000260001,School,Cisne High School,North Wayne CUSD 200,Cisne,Wayne,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",117.0,96.6,0.0,1.7,0.0,0.0,0.0,1.7,16.2,0.3,16.2,53.0,4.3,174.0,94.7,12.3,5.0,14.4,81.0,20.2,5.0,84.4,11.9,84.6,46860.0,75766.0,98.6,0.0,0.0,0.0,12712.96,12128.64,479.7,453.8,38.7,54.8,6.5,0.0,2019
200962250160001,School,Fairfield Comm High School,Fairfield Comm H S Dist 225,Fairfield,Wayne,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,427.0,94.8,1.6,0.9,0.0,0.2,0.2,2.1,17.1,0.0,11.2,46.6,4.0,175.0,92.9,13.0,4.2,19.0,93.2,24.0,5.0,54.0,46.0,71.1,55228.0,83267.0,94.8,1.7,0.0,0.0,10156.99,10156.99,471.6,437.9,55.4,30.4,13.0,1.1,2019
200970010260003,School,Grayville Jr Sr High School,Grayville CUSD 1,Grayville,White,UNIT,HIGH SCHOOL, 6 7 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,153.0,94.1,0.0,0.0,0.0,0.0,0.0,5.9,19.0,0.0,19.0,48.4,13.1,174.0,93.5,11.4,4.7,11.1,83.3,24.7,5.0,67.9,32.1,82.0,43221.0,98375.0,93.7,0.0,0.0,0.0,9876.37,3973.65,435.3,472.4,47.1,29.4,17.6,5.9,2019
200970030260001,School,Norris City-Omaha-Enfield H S,Norris City-Omaha-Enfield CUSD 3,Norris City,White,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",190.0,98.9,0.0,1.1,0.0,0.0,0.0,2.1,15.8,0.0,15.8,42.1,1.1,175.0,93.7,3.7,4.0,14.7,89.6,21.9,4.8,68.6,31.4,79.6,36467.0,63479.0,97.2,0.0,1.4,0.0,9148.92,5647.97,486.1,449.3,51.2,41.5,7.3,0.0,2019
200970050260001,School,Carmi-White County High School,Carmi-White County CUSD 5,Carmi,White,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",350.0,93.7,1.4,1.7,0.3,0.1,0.0,2.9,14.3,0.3,13.4,47.7,13.4,175.0,93.4,11.5,3.1,19.9,94.0,27.9,5.0,41.2,58.8,76.0,55768.0,92159.0,95.5,0.0,2.1,0.3,10012.93,8609.36,470.9,442.8,46.8,36.7,16.5,0.0,2019
210280990260001,School,Christopher High,Christopher USD 99,Christopher,Franklin,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,252.0,96.8,0.4,0.0,0.0,0.4,0.0,2.4,22.2,0.0,22.2,60.7,0.4,174.0,93.8,15.1,4.6,19.0,90.0,23.0,4.6,44.2,53.8,73.0,57991.0,85404.0,96.3,1.2,0.0,0.0,9950.94,9521.14,463.3,440.5,48.1,37.0,14.8,0.0,2019
210281030130001,School,Benton Cons High School,Benton Cons HSD 103,Benton,Franklin,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,561.0,96.1,0.4,1.8,0.2,0.0,0.2,1.4,12.1,0.4,12.1,56.3,3.7,175.0,94.0,9.0,3.7,20.8,90.1,18.4,3.4,54.9,42.4,74.5,61075.0,86990.0,91.9,0.0,5.4,0.0,12319.31,11697.42,475.0,476.7,33.6,45.3,20.4,0.7,2019
210281680260001,School,Frankfort Community High School,Frankfort CUSD 168,West Frankfort,Franklin,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,465.0,95.3,0.6,1.9,1.3,0.1,0.2,0.6,18.7,0.1,12.9,43.4,8.2,174.0,86.3,26.5,8.1,17.2,85.6,48.2,5.0,59.8,40.2,77.5,58674.0,86951.0,93.7,1.3,3.0,0.0,10663.89,8628.37,480.7,480.6,31.2,35.9,26.6,3.5,2019
210281740260001,School,Thompsonville High School,Thompsonville CUSD 174,Thompsonville,Franklin,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,107.0,99.1,0.0,0.3,0.0,0.3,0.0,0.9,15.0,0.0,14.0,41.1,9.3,175.0,92.5,18.5,5.4,11.1,95.8,29.2,5.0,76.8,21.1,65.8,44649.0,67322.0,98.0,0.0,0.0,0.0,10272.0,8112.0,486.5,463.5,47.8,34.8,17.4,0.0,2019
210281880260001,School,Zeigler-Royalton High School,Zeigler-Royalton CUSD 188,Zeigler,Franklin,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,179.0,92.7,0.6,2.2,0.6,0.0,0.0,3.9,16.2,0.0,16.2,54.7,7.8,175.0,91.7,18.3,6.8,15.8,88.5,29.1,5.0,88.2,11.8,100.0,51951.0,90963.0,96.4,0.9,0.0,0.0,11060.5872,8331.4172,469.3,441.4,57.1,26.2,14.3,2.4,2019
210281960260001,School,Sesser-Valier High School,Sesser-Valier CUSD 196,Sesser,Franklin,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",173.0,96.5,0.6,2.9,0.6,0.0,0.0,2.5,11.0,0.2,11.0,41.6,2.3,175.0,94.5,7.5,4.9,13.7,93.5,17.4,4.4,63.1,36.9,63.3,50754.0,76901.0,91.8,1.0,4.1,0.0,11972.0,7060.0,500.9,505.6,31.0,42.9,11.9,14.3,2019
210440010260001,School,Goreville High School,Goreville CUD 1,Goreville,Johnson,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",173.0,97.1,0.0,2.3,0.4,0.0,0.0,0.6,8.7,0.0,8.7,37.6,2.9,175.0,95.4,3.8,4.8,16.4,100.0,14.5,5.0,64.1,33.3,64.1,58234.0,88308.0,98.6,0.0,0.0,1.4,13846.753045769,7005.302824207,492.1,472.3,41.0,38.5,20.5,0.0,2019
210441330170001,School,Vienna High School,Vienna HSD 133,Vienna,Johnson,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,386.0,94.0,0.8,2.1,1.3,0.0,0.0,1.8,16.6,0.5,13.2,49.2,8.0,175.0,92.7,15.5,4.4,21.1,93.2,27.5,5.0,62.2,37.8,54.3,50426.0,93634.0,96.0,2.0,0.0,2.0,9600.9218,8128.0549,489.0,457.7,39.7,42.3,17.9,0.0,2019
210610010260001,School,Massac County High School,Massac UD 1,Metropolis,Massac,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,551.0,85.1,4.9,1.5,0.5,0.2,0.1,7.8,13.2,0.0,13.1,49.4,2.2,175.0,89.9,11.8,6.3,20.3,89.7,37.5,4.0,50.5,49.5,64.5,58620.0,105904.0,83.6,7.2,0.8,0.0,11563.8796,8855.4895,484.0,473.6,34.1,44.2,20.3,1.4,2019
210610380260001,School,Joppa Jr & Sr High School,Joppa-Maple Grove UD 38,Joppa,Massac,UNIT,HIGH SCHOOL, 7 8 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",104.0,89.4,1.9,1.0,0.0,0.0,1.0,6.7,12.5,0.0,12.5,54.8,14.4,175.0,94.3,16.4,4.1,12.8,81.8,23.1,5.0,69.0,31.0,79.5,46880.0,62391.0,96.0,0.0,0.0,0.0,15334.4092,11811.6321,451.2,456.5,35.3,52.9,11.8,0.0,2019
211000010260001,School,Johnston City High School,Johnston City CUSD 1,Johnston City,Williamson,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",358.0,94.4,0.6,2.8,0.2,0.0,0.3,2.0,19.3,0.0,18.2,60.9,1.4,175.0,92.3,16.2,5.1,8.5,91.4,31.5,5.0,60.9,39.1,62.3,55060.0,86726.0,88.7,0.4,3.9,0.0,9253.92,7660.18,464.3,454.7,43.0,39.5,17.4,0.0,2019
211000020260001,School,Marion High School,Marion CUSD 2,Marion,Williamson,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",1106.0,79.7,8.1,3.9,1.3,0.1,0.2,6.8,14.5,0.1,14.5,48.4,3.3,174.0,91.7,17.5,6.5,17.6,83.8,28.9,5.0,50.1,49.1,75.6,67187.0,102153.0,76.7,10.5,2.3,0.8,10214.47,7162.42,499.2,472.8,36.6,44.9,15.9,2.6,2019
211000030260001,School,Crab Orchard High School,Crab Orchard CUSD 3,Marion,Williamson,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",134.0,100.0,0.0,0.4,0.2,0.0,0.2,1.6,15.7,0.0,15.7,43.3,9.7,175.0,93.6,0.7,3.5,15.5,83.9,25.2,2.9,72.5,27.5,72.5,49013.0,111055.0,97.6,0.0,0.0,0.0,8987.14268489,270.289208955,460.3,436.4,54.5,36.4,9.1,0.0,2019
211000040260001,School,Herrin High School,Herrin CUSD 4,Herrin,Williamson,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",766.0,89.4,3.7,2.0,1.3,0.0,0.5,3.1,19.3,1.3,18.0,52.3,2.6,175.0,93.0,12.2,4.5,21.8,95.0,26.6,3.3,65.8,33.5,80.0,57252.0,97892.0,86.7,4.5,1.3,0.4,9189.01,8038.05,477.9,471.9,38.7,36.3,19.0,6.0,2019
211000050260001,School,Carterville High School,Carterville CUSD 5,Carterville,Williamson,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,"Eligible, but Not a Participant in Title I Program",618.0,86.6,1.9,3.2,1.8,0.0,0.6,5.8,10.5,0.2,10.5,31.2,0.5,175.0,93.6,4.6,3.4,22.1,92.6,24.7,5.0,66.9,33.1,81.5,55187.0,100075.0,77.5,4.2,7.8,1.0,8250.36,7277.98,537.8,524.5,17.1,43.8,29.5,9.6,2019
240320010260001,School,Coal City High School,Coal City CUSD 1,Coal City,Grundy,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,685.0,90.2,0.7,7.9,0.3,0.0,0.1,0.7,8.8,0.6,8.8,23.9,0.7,174.0,95.2,3.3,1.3,22.0,89.6,10.6,2.3,38.0,62.0,84.9,67294.0,107982.0,83.8,1.0,11.4,1.0,12827.53,9654.57,506.6,514.0,24.7,37.7,29.0,8.6,2019
240320730170001,School,Gardner-South Wilmington Twp H S,Gardner S Wilmington Twp HSD 73,Gardner,Grundy,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,224.0,94.6,0.9,4.0,0.4,0.0,0.0,0.0,17.9,0.4,17.9,20.5,0.5,174.0,96.2,5.7,2.7,18.2,88.5,9.8,5.0,46.3,53.7,63.9,47642.0,108003.0,90.6,0.0,9.4,0.0,14262.98,14262.98,502.3,489.8,29.7,41.2,25.2,2.3,2019
240321010160001,School,Morris Community High School,Morris CHSD 101,Morris,Grundy,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,867.0,76.9,1.2,17.4,1.8,0.0,0.2,2.4,9.9,2.0,9.9,17.6,0.5,176.0,94.8,8.5,2.7,21.3,93.3,13.0,5.0,33.9,66.1,88.7,58105.0,99156.0,75.0,3.2,17.7,0.0,17559.67,17559.67,487.4,506.6,27.9,32.4,32.9,6.8,2019
240321110160001,School,Minooka Community High School,Minooka CHSD 111,Minooka,Grundy,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,2708.0,73.0,4.2,19.0,0.8,0.0,0.3,2.6,10.3,1.8,10.3,15.8,0.4,176.0,93.6,0.0,1.9,26.7,92.0,19.0,5.0,22.0,78.0,79.4,69251.0,109751.0,69.7,5.2,19.7,0.3,12759.36,10449.36,511.9,500.6,26.2,39.2,30.5,4.1,2019
240470180160001,School,Newark Comm High School,Newark CHSD 18,Newark,Kendall,HIGH SCHOOL,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,161.0,93.2,0.6,5.6,0.0,0.0,0.0,0.6,12.4,0.6,10.6,19.3,0.6,177.0,96.3,0.6,2.9,14.7,87.0,7.8,5.0,40.7,59.3,95.9,52707.0,112792.0,78.3,0.0,21.7,0.0,21266.143,19571.1641,516.5,481.6,35.5,48.4,6.5,9.7,2019
240470880260001,School,Plano High School,Plano CUSD 88,Plano,Kendall,UNIT,HIGH SCHOOL, 8 9 10 11 12,Commendable,All Students,Schoolwide Title I Program,720.0,35.3,11.1,48.2,1.9,0.1,0.2,3.3,16.4,9.9,14.4,52.9,1.7,175.0,93.8,22.1,3.8,21.6,75.6,18.0,2.5,43.1,56.9,71.2,55587.0,93871.0,42.4,8.1,44.9,0.3,12343.65,8596.28,486.0,458.5,45.3,34.6,17.3,2.8,2019
240471150260001,School,Yorkville High School,Yorkville CUSD 115,Yorkville,Kendall,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,,1861.0,67.7,6.9,19.1,1.7,0.1,0.1,4.4,18.3,1.9,13.0,19.5,0.6,174.0,93.1,1.3,2.7,23.4,89.4,21.7,5.0,43.0,56.8,98.1,53503.0,109193.0,58.2,12.8,20.1,0.9,12544.1872,8930.053,516.0,504.7,24.4,38.7,30.4,6.5,2019
240473080260001,School,Oswego High School,CUSD 308,Oswego,Kendall,UNIT,HIGH SCHOOL, 9 10 11 12,Commendable,All Students,Targeted Assistance Title I Program,2802.0,60.9,8.5,21.3,2.9,0.0,0.1,6.3,13.2,2.3,13.1,25.3,0.3,175.0,92.8,10.6,1.9,25.5,92.2,21.8,5.0,25.4,74.5,63.5,68502.0,84355.0,50.1,14.0,26.7,3.6,12423.92,7838.43,515.4,515.3,24.2,34.4,31.5,9.9,2019
240473080260002,School,Oswego East High School,CUSD 308,Oswego,Kendall,UNIT,HIGH SCHOOL, 9 10 11 12,Exemplary,All Students,Targeted Assistance Title I Program,2717.0,55.2,10.9,16.2,11.5,0.1,0.2,5.9,11.7,1.7,11.7,22.3,0.6,175.0,94.5,6.4,1.5,24.8,91.6,13.2,5.0,25.4,74.5,63.5,68502.0,84355.0,50.1,14.0,26.7,3.6,12400.76,7815.27,516.9,520.4,21.6,37.6,30.6,10.2,2019
